"order_id","product_id","discount"
606,18,0.05
607,11,0.2
607,26,0.2
607,14,0.07
608,4,0.2
608,7,0.1
608,24,0.1
609,10,0.07
609,7,0.1
609,22,0.1
609,5,0.1
610,26,0.1
610,24,0.07
610,18,0.07
610,3,0.07
610,8,0.1
611,16,0.07
612,13,0.1
612,14,0.1
612,17,0.07
612,20,0.2
613,9,0.1
613,18,0.05
613,12,0.07
614,18,0.1
614,21,0.05
615,11,0.07
615,23,0.05
615,6,0.1
615,19,0.1
616,24,0.2
616,16,0.2
617,15,0.2
617,11,0.07
618,17,0.1
618,11,0.07
619,25,0.07
620,5,0.2
621,17,0.07
622,9,0.07
622,18,0.1
622,10,0.2
622,25,0.07
623,8,0.07
624,21,0.05
624,16,0.07
624,22,0.07
624,14,0.2
625,17,0.07
625,11,0.2
625,26,0.07
625,23,0.1
626,15,0.2
627,19,0.07
627,9,0.2
627,26,0.07
628,15,0.1
629,19,0.05
629,5,0.05
629,23,0.1
629,14,0.05
629,6,0.1
630,5,0.05
630,25,0.1
630,18,0.1
630,21,0.07
631,24,0.07
631,15,0.07
632,25,0.2
632,11,0.1
632,15,0.07
632,6,0.05
632,22,0.1
633,12,0.05
633,13,0.2
633,5,0.2
633,10,0.2
634,4,0.05
634,12,0.1
635,4,0.05
636,85,0.2
637,9,0.1
637,106,0.1
638,103,0.05
638,56,0.2
638,53,0.05
639,15,0.07
639,73,0.05
639,72,0.05
639,61,0.1
640,106,0.05
640,32,0.07
640,30,0.07
640,76,0.07
640,109,0.2
641,15,0.05
641,62,0.2
641,64,0.2
642,68,0.07
643,53,0.05
644,9,0.07
645,99,0.07
645,42,0.05
645,6,0.05
645,47,0.07
645,21,0.07
646,15,0.2
646,4,0.07
646,95,0.05
646,12,0.2
647,25,0.07
647,13,0.1
648,24,0.07
649,97,0.1
649,90,0.07
649,11,0.1
649,78,0.05
650,3,0.2
651,79,0.1
651,85,0.05
651,102,0.05
651,94,0.05
652,102,0.1
652,62,0.2
652,67,0.2
652,23,0.1
652,74,0.05
653,6,0.07
653,43,0.1
653,2,0.1
653,80,0.2
653,88,0.07
654,9,0.1
654,95,0.1
654,110,0.07
654,97,0.07
655,67,0.1
656,83,0.1
656,22,0.07
656,33,0.05
657,52,0.05
657,54,0.05
658,49,0.2
658,29,0.05
658,9,0.05
659,42,0.05
659,39,0.07
659,70,0.05
659,61,0.07
660,30,0.2
660,59,0.07
660,47,0.05
660,29,0.2
661,63,0.07
661,22,0.05
662,55,0.1
662,95,0.2
662,102,0.07
662,22,0.07
662,106,0.07
663,41,0.05
663,17,0.2
663,94,0.05
663,71,0.07
663,106,0.2
664,52,0.07
664,5,0.07
664,50,0.2
664,101,0.2
664,47,0.07
665,58,0.07
665,42,0.2
665,25,0.05
666,98,0.2
666,39,0.05
667,79,0.2
667,84,0.1
667,3,0.2
667,99,0.1
667,85,0.05
668,48,0.05
668,19,0.1
669,16,0.07
669,72,0.07
670,108,0.1
670,28,0.07
670,104,0.2
670,45,0.05
671,30,0.05
671,69,0.05
671,55,0.2
671,4,0.07
671,109,0.07
672,51,0.07
672,96,0.2
672,48,0.07
673,66,0.2
673,38,0.2
673,5,0.07
673,13,0.1
674,26,0.2
675,17,0.05
675,89,0.05
675,19,0.07
675,32,0.2
676,70,0.2
676,104,0.07
676,24,0.1
676,29,0.2
677,75,0.07
677,7,0.07
677,105,0.07
677,91,0.05
677,54,0.1
678,52,0.05
678,37,0.07
679,15,0.2
679,83,0.05
680,81,0.05
680,7,0.2
680,50,0.07
681,82,0.05
681,63,0.07
681,61,0.2
681,6,0.05
681,30,0.07
682,39,0.2
682,60,0.2
682,99,0.2
683,2,0.1
684,56,0.07
684,33,0.1
685,59,0.05
685,48,0.05
685,107,0.05
685,98,0.2
685,56,0.05
686,16,0.2
686,30,0.1
686,88,0.2
686,19,0.2
686,104,0.2
687,48,0.05
687,95,0.07
687,5,0.2
687,83,0.07
688,8,0.1
688,88,0.05
689,33,0.1
690,84,0.2
690,11,0.07
690,85,0.05
690,109,0.2
691,23,0.05
691,5,0.1
691,55,0.2
691,20,0.2
692,59,0.2
692,75,0.07
692,15,0.07
692,56,0.1
693,104,0.2
693,13,0.2
693,5,0.05
693,31,0.07
694,48,0.2
694,39,0.05
694,55,0.1
694,103,0.2
694,45,0.1
695,82,0.1
695,57,0.2
696,88,0.07
696,7,0.1
696,45,0.07
697,5,0.05
698,96,0.07
698,12,0.07
698,40,0.05
699,106,0.1
699,48,0.07
699,31,0.2
699,24,0.1
699,82,0.2
700,7,0.05
700,63,0.2
701,84,0.05
702,25,0.05
702,104,0.1
702,3,0.07
703,45,0.2
703,66,0.05
703,72,0.2
703,4,0.2
704,10,0.05
704,62,0.2
704,100,0.07
705,61,0.1
706,27,0.1
706,23,0.05
706,60,0.2
707,106,0.05
707,100,0.07
707,11,0.1
707,26,0.1
708,6,0.07
708,47,0.1
708,34,0.2
709,55,0.05
709,101,0.07
709,48,0.07
710,42,0.05
710,60,0.2
710,39,0.2
710,57,0.2
710,28,0.05
711,5,0.05
711,95,0.2
711,72,0.05
712,44,0.2
712,74,0.1
712,35,0.2
712,76,0.2
712,4,0.05
713,93,0.2
713,97,0.1
713,53,0.07
713,108,0.07
714,92,0.2
715,61,0.1
715,50,0.2
716,111,0.1
716,93,0.07
716,79,0.1
716,4,0.05
717,56,0.05
717,93,0.2
718,92,0.07
718,40,0.07
718,64,0.1
719,100,0.2
720,111,0.07
720,6,0.1
721,45,0.07
721,102,0.1
721,73,0.05
721,33,0.2
722,22,0.07
722,3,0.05
722,104,0.1
723,24,0.07
723,16,0.05
723,108,0.07
724,23,0.05
724,75,0.2
724,102,0.05
724,55,0.2
725,90,0.1
725,91,0.05
725,77,0.07
725,62,0.1
726,64,0.2
727,78,0.07
727,82,0.05
728,70,0.05
728,56,0.1
728,91,0.1
728,58,0.07
729,101,0.1
730,59,0.05
730,79,0.1
730,96,0.07
730,13,0.1
731,91,0.05
731,49,0.2
731,67,0.2
731,29,0.2
732,47,0.07
732,4,0.07
733,84,0.05
733,55,0.2
733,102,0.1
734,26,0.2
734,3,0.05
734,84,0.2
734,65,0.1
735,71,0.1
735,10,0.07
736,56,0.05
736,17,0.1
736,62,0.2
737,52,0.05
737,19,0.07
737,77,0.07
737,34,0.2
738,82,0.07
738,38,0.2
738,25,0.1
738,63,0.07
739,3,0.2
740,81,0.05
740,94,0.2
740,11,0.2
740,19,0.2
740,12,0.07
741,58,0.05
741,76,0.07
741,21,0.07
741,56,0.05
742,107,0.05
742,45,0.07
743,80,0.05
744,33,0.2
745,95,0.05
745,22,0.2
745,78,0.1
746,99,0.1
747,110,0.07
747,86,0.2
747,33,0.1
747,81,0.07
748,16,0.1
748,83,0.05
748,41,0.07
748,35,0.2
749,9,0.2
749,28,0.05
749,79,0.2
749,24,0.05
749,40,0.07
750,72,0.05
750,78,0.1
751,45,0.05
752,12,0.05
752,31,0.05
753,105,0.07
753,7,0.2
753,36,0.1
753,95,0.07
753,66,0.2
754,74,0.07
754,12,0.07
754,3,0.05
754,67,0.05
754,7,0.2
755,80,0.07
755,43,0.05
755,57,0.1
756,64,0.1
756,17,0.05
757,95,0.1
758,22,0.07
758,99,0.1
758,27,0.07
758,65,0.07
758,109,0.2
759,93,0.05
759,78,0.07
760,21,0.07
760,29,0.07
761,43,0.07
761,52,0.2
762,102,0.05
763,90,0.07
763,103,0.1
764,55,0.07
764,95,0.05
764,81,0.07
765,28,0.2
765,12,0.07
765,25,0.2
765,53,0.2
765,65,0.05
766,111,0.2
767,63,0.1
767,29,0.07
767,41,0.05
767,77,0.05
768,31,0.2
768,76,0.2
769,8,0.1
769,6,0.05
769,36,0.07
770,110,0.05
770,42,0.2
770,103,0.2
770,11,0.05
771,13,0.2
771,88,0.2
772,103,0.07
773,92,0.1
773,14,0.05
773,17,0.2
773,33,0.07
774,65,0.05
774,36,0.05
774,20,0.2
774,73,0.05
774,58,0.1
775,39,0.07
776,28,0.2
776,42,0.2
776,71,0.1
776,35,0.1
777,5,0.2
777,7,0.2
777,2,0.2
778,64,0.1
778,85,0.05
779,101,0.05
779,90,0.2
779,47,0.2
779,8,0.2
779,85,0.2
780,32,0.1
781,109,0.05
781,7,0.2
781,57,0.1
782,20,0.07
782,57,0.07
782,99,0.07
782,16,0.2
783,92,0.2
783,22,0.05
783,94,0.05
783,29,0.1
784,22,0.07
784,72,0.1
784,16,0.2
785,59,0.2
785,40,0.07
785,25,0.07
786,80,0.05
787,51,0.07
787,66,0.1
788,48,0.2
788,19,0.1
788,13,0.05
789,100,0.2
789,93,0.07
790,62,0.07
790,91,0.1
791,54,0.2
791,25,0.07
792,16,0.2
792,39,0.2
792,56,0.2
792,30,0.05
792,2,0.2
793,60,0.05
793,95,0.05
793,75,0.05
794,41,0.05
794,68,0.2
794,17,0.07
794,28,0.1
795,95,0.05
795,99,0.05
796,6,0.2
797,11,0.07
797,69,0.05
797,74,0.1
797,54,0.05
797,62,0.1
798,23,0.1
798,90,0.05
798,91,0.07
798,42,0.2
798,26,0.05
799,5,0.1
799,34,0.05
799,29,0.07
799,63,0.1
799,58,0.07
800,65,0.1
800,54,0.07
800,6,0.05
800,52,0.1
800,95,0.05
801,101,0.07
802,30,0.05
802,36,0.2
802,40,0.1
802,28,0.05
803,111,0.07
803,52,0.05
803,102,0.07
803,83,0.05
804,89,0.2
804,53,0.07
804,50,0.05
805,24,0.05
805,33,0.2
805,62,0.2
805,32,0.07
805,6,0.05
806,93,0.1
806,97,0.2
806,77,0.1
806,82,0.2
806,91,0.07
807,21,0.2
807,6,0.07
807,3,0.07
807,9,0.2
807,16,0.2
808,96,0.05
808,18,0.05
808,85,0.05
808,19,0.05
809,78,0.1
809,26,0.2
809,92,0.1
810,103,0.05
810,100,0.2
810,56,0.05
810,22,0.2
811,45,0.07
811,54,0.2
811,70,0.07
811,66,0.1
812,76,0.1
812,40,0.2
813,96,0.1
813,85,0.2
813,33,0.2
813,26,0.07
813,71,0.05
814,69,0.1
814,100,0.1
814,65,0.2
814,83,0.05
815,105,0.2
815,102,0.2
815,87,0.1
815,23,0.07
816,75,0.1
816,64,0.2
817,85,0.05
817,105,0.07
817,48,0.05
818,103,0.05
818,44,0.07
818,19,0.05
818,48,0.05
819,94,0.2
820,107,0.05
821,102,0.07
821,70,0.2
821,6,0.2
821,107,0.05
822,53,0.05
822,72,0.2
823,56,0.07
823,86,0.2
823,81,0.2
824,92,0.1
825,19,0.1
825,30,0.2
826,45,0.2
826,36,0.1
827,43,0.05
827,41,0.2
827,28,0.2
827,108,0.2
828,25,0.2
828,24,0.2
828,55,0.07
829,103,0.2
829,105,0.1
830,85,0.2
830,100,0.07
830,96,0.2
831,67,0.2
831,11,0.2
831,68,0.1
832,54,0.05
832,45,0.2
832,27,0.07
832,16,0.1
833,20,0.05
834,54,0.07
834,21,0.05
834,78,0.2
835,65,0.07
835,82,0.2
835,2,0.05
836,108,0.2
837,51,0.05
837,97,0.1
837,87,0.2
838,28,0.1
838,10,0.1
838,100,0.05
838,65,0.07
839,55,0.07
839,85,0.1
839,58,0.05
840,27,0.07
840,43,0.07
840,106,0.2
841,22,0.1
841,9,0.2
841,11,0.2
841,90,0.07
841,100,0.1
842,81,0.07
842,42,0.1
843,72,0.1
843,75,0.1
843,81,0.1
843,23,0.07
844,79,0.07
844,12,0.1
844,83,0.2
844,48,0.2
844,63,0.05
845,16,0.2
845,75,0.2
845,26,0.05
845,73,0.2
845,88,0.05
846,46,0.05
846,47,0.07
846,71,0.1
846,72,0.05
846,103,0.07
847,61,0.05
848,93,0.07
848,100,0.2
848,88,0.2
848,41,0.07
849,109,0.2
850,101,0.07
850,5,0.07
850,37,0.07
851,30,0.2
851,93,0.05
852,46,0.07
853,99,0.05
853,58,0.2
853,42,0.2
853,45,0.2
853,6,0.05
854,87,0.1
855,18,0.1
855,93,0.2
855,89,0.2
856,38,0.05
857,29,0.2
858,45,0.2
858,5,0.2
858,14,0.07
858,73,0.07
859,38,0.07
859,13,0.1
859,14,0.1
859,71,0.1
859,36,0.1
860,6,0.05
860,24,0.2
860,25,0.2
860,58,0.07
860,95,0.05
861,14,0.07
861,62,0.2
862,85,0.05
862,99,0.2
862,49,0.07
863,93,0.1
864,37,0.1
864,65,0.05
864,13,0.2
865,109,0.1
865,34,0.05
866,88,0.2
866,67,0.07
866,80,0.07
866,13,0.07
867,101,0.05
868,46,0.07
869,7,0.2
869,106,0.05
869,33,0.05
869,55,0.05
869,65,0.2
870,63,0.07
871,106,0.2
871,38,0.1
871,30,0.2
871,107,0.05
872,62,0.07
872,53,0.1
873,32,0.1
874,56,0.05
874,27,0.05
874,73,0.1
874,77,0.07
875,5,0.1
875,15,0.05
875,14,0.07
875,111,0.2
876,17,0.2
876,66,0.2
876,96,0.07
876,107,0.05
877,73,0.07
877,103,0.1
878,103,0.2
878,13,0.1
878,6,0.2
878,18,0.05
879,100,0.2
879,2,0.07
879,83,0.2
879,82,0.07
880,28,0.2
880,95,0.1
880,5,0.07
880,26,0.1
880,66,0.2
881,98,0.07
881,50,0.2
881,64,0.05
881,67,0.1
882,63,0.07
882,108,0.2
882,57,0.07
883,44,0.05
883,5,0.05
884,49,0.05
884,69,0.07
884,46,0.2
884,10,0.1
884,21,0.05
885,106,0.07
885,43,0.1
886,47,0.05
886,30,0.05
887,50,0.05
887,70,0.1
888,33,0.1
888,26,0.2
889,12,0.1
890,16,0.1
890,105,0.1
890,52,0.05
890,67,0.1
890,65,0.1
891,107,0.1
891,32,0.05
891,35,0.1
891,50,0.1
892,36,0.1
892,9,0.2
892,50,0.07
892,88,0.05
893,67,0.05
893,45,0.07
894,101,0.2
895,106,0.07
896,91,0.05
896,10,0.05
897,105,0.05
897,96,0.05
898,45,0.2
898,16,0.07
898,57,0.2
898,69,0.07
899,59,0.1
899,17,0.1
899,6,0.2
900,26,0.05
900,108,0.07
900,89,0.2
900,61,0.05
900,28,0.07
901,50,0.2
901,43,0.07
902,38,0.07
902,92,0.07
902,12,0.2
902,76,0.05
903,31,0.07
903,48,0.05
904,36,0.1
904,51,0.07
904,92,0.2
904,13,0.2
905,67,0.1
905,62,0.05
905,42,0.2
905,20,0.2
906,23,0.2
906,28,0.07
906,46,0.05
906,102,0.1
906,22,0.2
907,84,0.07
907,65,0.07
908,41,0.2
908,94,0.1
908,102,0.1
909,5,0.2
910,23,0.1
911,66,0.05
911,106,0.05
911,91,0.05
911,49,0.2
912,22,0.2
912,71,0.05
912,101,0.05
912,2,0.2
913,90,0.1
913,24,0.05
914,38,0.07
914,20,0.2
914,106,0.05
914,46,0.1
915,64,0.05
915,48,0.07
915,42,0.2
915,2,0.07
916,92,0.2
917,41,0.07
918,91,0.2
918,31,0.1
918,4,0.07
919,7,0.07
919,44,0.1
920,76,0.05
920,39,0.07
920,78,0.05
920,80,0.07
921,77,0.2
921,75,0.07
921,48,0.1
922,68,0.2
922,73,0.2
922,86,0.1
923,74,0.05
923,6,0.1
924,97,0.2
924,36,0.2
925,97,0.07
925,62,0.2
926,37,0.2
927,74,0.1
927,16,0.2
927,50,0.1
927,3,0.1
927,43,0.07
928,71,0.05
928,83,0.2
929,82,0.2
929,63,0.1
929,24,0.05
930,56,0.07
930,82,0.07
930,60,0.1
930,65,0.05
930,51,0.1
931,49,0.07
931,76,0.2
932,74,0.05
933,77,0.07
933,21,0.2
933,75,0.05
934,35,0.05
934,48,0.05
934,18,0.1
934,61,0.07
934,56,0.2
935,65,0.2
935,76,0.07
935,6,0.07
935,38,0.07
936,70,0.1
936,44,0.07
937,108,0.1
937,51,0.07
937,58,0.07
937,28,0.07
937,66,0.2
938,4,0.05
938,13,0.05
939,5,0.1
939,107,0.2
940,75,0.2
941,25,0.1
941,102,0.05
941,11,0.07
942,98,0.05
942,110,0.1
942,35,0.07
942,103,0.05
942,100,0.05
943,25,0.2
943,82,0.2
944,29,0.07
944,16,0.1
944,70,0.2
944,85,0.2
944,69,0.07
945,105,0.05
945,94,0.2
945,34,0.05
945,44,0.1
945,50,0.05
946,7,0.1
946,85,0.2
946,62,0.05
946,22,0.2
946,56,0.07
947,32,0.05
947,42,0.07
947,44,0.07
948,23,0.2
948,20,0.1
948,101,0.2
948,92,0.2
948,72,0.2
949,9,0.1
949,55,0.05
950,56,0.05
951,59,0.1
951,43,0.1
951,62,0.2
952,20,0.07
952,57,0.05
953,23,0.07
954,4,0.1
955,43,0.1
955,31,0.07
955,96,0.05
955,63,0.2
955,88,0.05
956,76,0.1
956,23,0.2
956,73,0.1
956,13,0.2
956,79,0.1
957,108,0.05
957,14,0.07
957,70,0.05
957,66,0.07
957,111,0.05
958,51,0.1
958,76,0.2
959,15,0.2
959,72,0.1
959,41,0.05
959,65,0.07
960,73,0.05
960,52,0.1
960,48,0.05
960,83,0.1
961,105,0.1
961,47,0.2
961,65,0.07
962,65,0.07
962,64,0.07
963,4,0.07
964,90,0.2
964,74,0.2
965,90,0.1
966,88,0.05
966,73,0.07
967,66,0.2
967,77,0.05
967,87,0.1
967,103,0.2
968,87,0.2
968,61,0.05
968,10,0.05
969,74,0.2
969,36,0.1
970,85,0.1
970,48,0.1
970,54,0.1
970,68,0.1
971,70,0.05
971,65,0.07
971,8,0.05
971,12,0.07
971,38,0.2
972,100,0.2
972,63,0.07
973,4,0.1
973,28,0.1
973,47,0.05
973,71,0.07
974,33,0.1
974,22,0.2
975,110,0.2
976,26,0.1
976,39,0.07
977,52,0.1
977,69,0.05
977,27,0.05
977,80,0.05
978,106,0.05
978,25,0.2
978,108,0.05
979,55,0.05
979,71,0.2
979,12,0.1
979,52,0.2
980,49,0.2
980,9,0.1
980,64,0.1
981,35,0.1
981,95,0.05
981,21,0.07
981,36,0.1
981,61,0.07
982,22,0.1
982,110,0.07
982,52,0.07
982,40,0.05
983,63,0.1
983,20,0.2
983,68,0.07
983,81,0.07
983,88,0.05
984,68,0.2
984,81,0.2
984,12,0.1
984,111,0.2
985,5,0.07
985,59,0.2
985,78,0.05
986,87,0.1
986,78,0.05
986,26,0.07
987,51,0.1
987,60,0.2
987,80,0.07
988,35,0.2
988,38,0.07
988,12,0.07
989,99,0.05
989,27,0.1
989,70,0.1
989,84,0.07
989,5,0.1
990,6,0.2
990,29,0.1
990,91,0.1
990,14,0.1
991,9,0.2
991,79,0.2
991,34,0.2
992,45,0.07
992,102,0.1
992,20,0.2
992,101,0.2
992,7,0.05
993,58,0.2
993,36,0.1
993,10,0.05
993,99,0.07
993,79,0.1
994,37,0.1
994,45,0.2
994,66,0.07
995,16,0.1
995,90,0.2
995,101,0.1
996,68,0.05
996,32,0.05
997,86,0.07
997,105,0.2
997,14,0.07
998,26,0.05
998,105,0.2
999,70,0.07
999,106,0.05
1000,65,0.05
1000,111,0.1
1000,19,0.07
1000,29,0.05
1001,72,0.05
1001,45,0.05
1001,58,0.1
1001,111,0.07
1002,100,0.05
1002,83,0.1
1002,8,0.1
1002,79,0.2
1003,34,0.05
1003,51,0.05
1004,36,0.1
1005,14,0.2
1005,81,0.1
1005,99,0.1
1006,20,0.07
1006,68,0.1
1006,56,0.07
1006,65,0.1
1006,46,0.1
1007,26,0.2
1007,11,0.05
1007,85,0.1
1007,76,0.2
1007,106,0.1
1008,71,0.2
1008,2,0.1
1008,95,0.07
1009,95,0.07
1009,44,0.07
1010,109,0.1
1011,88,0.2
1011,99,0.2
1011,16,0.2
1011,68,0.05
1012,8,0.07
1012,64,0.2
1013,60,0.05
1014,97,0.2
1014,45,0.05
1014,81,0.1
1014,59,0.05
1015,6,0.1
1015,73,0.2
1015,101,0.1
1015,13,0.2
1016,76,0.07
1017,89,0.07
1017,82,0.2
1017,100,0.2
1017,18,0.2
1017,77,0.1
1018,76,0.07
1018,97,0.1
1018,91,0.2
1019,30,0.1
1019,52,0.2
1019,37,0.05
1019,93,0.2
1020,20,0.05
1020,69,0.05
1020,15,0.07
1020,57,0.1
1020,40,0.05
1021,49,0.07
1021,23,0.07
1022,33,0.2
1022,46,0.1
1022,65,0.07
1022,5,0.07
1023,91,0.07
1023,43,0.1
1024,104,0.2
1024,28,0.05
1024,98,0.2
1024,96,0.1
1024,91,0.2
1025,89,0.07
1025,102,0.1
1025,39,0.1
1025,15,0.05
1025,66,0.05
1026,7,0.07
1027,95,0.1
1027,14,0.05
1028,111,0.1
1028,10,0.2
1028,41,0.2
1028,35,0.1
1028,108,0.2
1029,20,0.2
1029,55,0.1
1029,40,0.2
1029,68,0.1
1030,27,0.05
1030,10,0.1
1030,72,0.1
1031,27,0.2
1031,108,0.2
1032,60,0.1
1032,17,0.1
1033,26,0.07
1033,109,0.1
1033,27,0.07
1034,101,0.1
1034,8,0.1
1034,11,0.07
1034,21,0.05
1035,96,0.2
1036,55,0.1
1036,76,0.07
1036,18,0.05
1036,65,0.2
1036,12,0.2
1037,74,0.07
1037,3,0.07
1037,65,0.2
1037,92,0.07
1037,84,0.05
1038,83,0.05
1038,9,0.07
1039,18,0.2
1040,97,0.1
1040,28,0.2
1040,64,0.07
1040,27,0.07
1040,8,0.05
1041,89,0.1
1041,61,0.07
1041,94,0.1
1042,23,0.1
1043,55,0.1
1043,20,0.07
1044,97,0.1
1045,28,0.05
1045,104,0.05
1046,60,0.07
1046,79,0.07
1046,32,0.07
1046,41,0.1
1046,17,0.05
1047,28,0.1
1047,78,0.2
1047,35,0.05
1047,49,0.05
1048,3,0.1
1048,37,0.1
1048,94,0.05
1049,9,0.1
1049,36,0.05
1049,3,0.1
1049,26,0.07
1049,10,0.05
1050,96,0.07
1050,99,0.1
1050,45,0.2
1050,14,0.2
1051,46,0.2
1052,7,0.05
1052,103,0.05
1052,26,0.07
1053,49,0.05
1053,26,0.2
1053,23,0.2
1053,68,0.1
1053,73,0.05
1054,36,0.1
1054,16,0.05
1055,43,0.07
1055,101,0.2
1055,12,0.1
1055,83,0.1
1055,60,0.2
1056,3,0.05
1057,105,0.2
1057,97,0.05
1057,98,0.05
1058,43,0.1
1058,29,0.05
1058,103,0.07
1059,46,0.05
1059,7,0.1
1059,13,0.07
1060,7,0.07
1060,11,0.07
1060,61,0.1
1060,30,0.05
1061,14,0.07
1061,19,0.1
1062,13,0.05
1062,111,0.2
1062,5,0.05
1062,12,0.2
1063,33,0.1
1063,100,0.07
1063,72,0.2
1064,18,0.07
1064,49,0.1
1065,48,0.07
1065,103,0.05
1065,63,0.07
1066,15,0.05
1066,46,0.1
1066,12,0.1
1067,74,0.07
1067,9,0.2
1067,72,0.1
1067,6,0.2
1068,87,0.2
1068,82,0.2
1068,49,0.2
1068,45,0.2
1069,109,0.07
1069,93,0.1
1070,110,0.2
1070,18,0.1
1070,94,0.05
1071,25,0.2
1072,83,0.2
1072,89,0.07
1072,36,0.07
1073,81,0.2
1073,13,0.07
1073,20,0.2
1074,59,0.1
1074,87,0.07
1074,89,0.1
1075,48,0.1
1075,111,0.05
1076,95,0.1
1076,102,0.07
1076,73,0.07
1077,60,0.05
1078,76,0.07
1078,60,0.2
1078,15,0.07
1078,10,0.1
1078,72,0.2
1079,70,0.07
1080,31,0.2
1080,40,0.1
1080,50,0.05
1080,32,0.2
1080,86,0.05
1081,52,0.1
1082,29,0.2
1083,65,0.2
1083,77,0.1
1083,61,0.07
1083,33,0.2
1084,30,0.05
1084,70,0.05
1084,98,0.2
1084,65,0.07
1084,60,0.1
1085,66,0.2
1085,64,0.1
1085,74,0.1
1086,108,0.07
1086,67,0.1
1086,81,0.05
1086,10,0.07
1086,5,0.2
1087,15,0.07
1087,102,0.07
1087,59,0.1
1087,13,0.07
1087,109,0.2
1088,64,0.1
1088,30,0.1
1088,33,0.07
1088,36,0.2
1089,70,0.07
1089,30,0.05
1090,74,0.2
1091,97,0.05
1091,56,0.1
1091,19,0.1
1092,34,0.05
1092,30,0.07
1092,2,0.1
1092,18,0.2
1093,45,0.07
1093,17,0.1
1093,90,0.1
1094,71,0.1
1094,11,0.1
1094,24,0.1
1094,107,0.2
1095,78,0.05
1095,3,0.2
1095,15,0.1
1095,31,0.2
1095,50,0.05
1096,11,0.1
1097,99,0.05
1097,106,0.07
1097,98,0.07
1097,19,0.2
1097,35,0.05
1098,88,0.1
1099,64,0.1
1099,13,0.05
1099,46,0.07
1099,89,0.1
1100,12,0.05
1100,9,0.1
1101,105,0.07
1101,51,0.05
1102,91,0.07
1103,106,0.2
1103,46,0.2
1104,17,0.1
1104,70,0.1
1104,43,0.07
1104,80,0.07
1105,60,0.05
1105,56,0.2
1105,35,0.07
1106,96,0.1
1107,43,0.2
1107,41,0.2
1108,45,0.05
1108,100,0.07
1108,105,0.07
1109,72,0.1
1110,56,0.1
1111,95,0.05
1111,66,0.1
1111,14,0.2
1111,24,0.07
1112,71,0.05
1112,42,0.07
1112,5,0.1
1112,87,0.07
1112,9,0.1
1113,106,0.07
1114,52,0.2
1115,97,0.2
1115,50,0.07
1115,91,0.07
1115,49,0.1
1116,11,0.07
1117,37,0.1
1117,91,0.2
1117,51,0.1
1118,55,0.2
1118,50,0.07
1118,29,0.05
1118,47,0.2
1119,93,0.1
1119,55,0.05
1119,104,0.2
1120,92,0.07
1120,31,0.07
1120,30,0.05
1120,93,0.07
1120,94,0.2
1121,11,0.1
1121,110,0.05
1122,9,0.07
1122,53,0.1
1122,49,0.2
1122,41,0.05
1122,72,0.1
1123,65,0.07
1123,61,0.1
1124,7,0.1
1124,6,0.1
1124,109,0.07
1124,45,0.05
1124,2,0.05
1125,16,0.05
1125,21,0.1
1125,81,0.07
1125,24,0.07
1125,32,0.07
1126,33,0.1
1126,58,0.2
1126,89,0.05
1127,23,0.1
1127,96,0.07
1127,37,0.2
1128,44,0.05
1128,10,0.2
1128,65,0.05
1129,71,0.2
1129,56,0.2
1129,61,0.05
1130,54,0.2
1131,60,0.07
1131,103,0.05
1132,43,0.05
1132,10,0.1
1132,36,0.1
1132,16,0.05
1133,4,0.05
1133,17,0.07
1133,90,0.2
1133,62,0.2
1134,97,0.1
1134,36,0.1
1135,101,0.05
1135,51,0.1
1136,105,0.1
